artist_name	track_name	release_date	genre	lyrics	topic
shawn mendes	lost in japan	2018	pop	flight time zone look timeline see rainbows idea know sound crazy wanna gotta plan tonight couple japan think hotel tonight cause mind mind mind feel tension knife know friendship hear think right yeah gotta convince shouldn fall asleep couple hours leave plan tonight couple japan think hotel tonight cause mind mind mind plan tonight hop lose paradise thing think bout cause mind mind mind lose tonight lose tonight baby mind lose tonight lose tonight baby mind ohohohoh plan tonight couple japan think hotel tonight cause mind mind plan tonight baby hop lose paradise thing think bout mind mind mind yeah lose tonight lose tonight baby mind lose tonight lose tonight baby mind	lifestyle
rival sons	tied up	2016	blues	dark moon shoot apple head cause sweet know dead tie tangle wrap tie tangle wrap neck deep cause sweet burn desire sugar know burn tie tangle wrap tie tangle wrap tie tangle wrap tie tangle wrap	dark
magic!	have it all	2016	reggae	mystery destiny like caveman technology like alien outer space green know long stay true long stay true long change misunderstand human heart fall apart beat best know long stay true long stay true long change mystery destiny like caveman technology know long stay true long stay true long change	lifestyle
korn	cold	2019	rock	come discomforting feel like step away suffer come discomforting feel like step away suffer bait wait state concentrate gonna knock  catch wait thoughts overtake strength  deep insult talk  push cold cold inside lie deep father hate endless nightmare escape lyric commercial	dark
tyler bryant & the shakedown	on to the next	2019	blues	sawedoff buckshot blowin lock comin burnin like molotov pedal floor flood carburetor slow finger detonator boom lose hide prove money mouth roll dice stack chip watch push edge yeah black short fuse spark news leave like tattoo waste breath waste time settin like fourth july boom lose hide prove mistake confuse holy water mugshot cell door unlock straight gutter come boom lose hide prove mistake confuse yeah yeah	dark
the black crowes	wyoming and me	2017	blues	turn ugly try hide heart away future beautiful flaw desperate strong lonely like wyoming nature things try leave little bring join hand form ring cross finger sing beautiful flaw desperate strong lonely like wyoming beautiful flaw desperate strong lonely like wyoming wyoming wyoming wyoming wyoming	sadness
jonas brothers	rollercoaster	2019	pop	nights fly nearly happiness begin days lift haze weren phase weren pretend pretend remember low high highs throw hand palm sky young older days break california upanddown barely ride roller coaster young older days worst glow upanddown barely ride roller coaster woooohooh wooooh woooohooh come ride roller coaster cloud reach grind cause life upside change better days hear sound remember low high highs throw hand palm sky young older days break california upanddown barely ride roller coaster young older days worst glow yeah upanddown barely ride roller coaster woooohooh yeah wooooh woooohooh come ride roller coaster young older days worst glow yeah upanddown barely ride roller coaster nights fly nearly happiness begin	personal
metallica	spit out the bone	2016	rock	come unto feel perfection come unto dedicate come unto feel rejection come unto terminate remove heart good bleed bleed fragile skin remove think cause deceive deceive thoughts destroy disappear like long live machine future supreme overthrow spit bone plug guarantee devotion plug dedicate plug save emotion plug terminate accelerate utopian solution finally cure earth exterminate speed evolution course master plan reinvent earth inhabitant long live machine future supreme overthrow spit bone flesh betray flesh time rest machine divine stop breathe dedicate stop dream terminate mean dedicate feel terminate disappear like long live machine future supreme overthrow spit bone yeah	personal
hunny	televised	2017	rock	tylenol take long cry cheap trick flash hit rewind cry bright believe eye bright believe eye paradise heart break thousand time care catch sweet misery lyric commercial	sadness
the cold stares	sleeping with lions	2018	blues	take hammer take nail build prison cell give bail view heaven yeah give hell yeah hold light light pathway hold lock door step lead freedom swim lead shore knees continue pray forbid away lions tell goodbye return moment alive hold light light pathway hold lock door step lead freedom swim lead shore hold light light pathway hold lock door walk step lead freedom swim lead lead lead shore	dark
dean lewis	be alright	2018	pop	look grind teary eye look away try hide reach hand cold pull away wonder mind dumb mistake start tremble voice begin break cigarettes counter weren friend mate feel colour drain face friend say know mate matter phone away easy walk away alright look message send know wasn right  head delete like past yeah go touch face tell move fact kiss yesterday feel betrayal shake know tell walk away wanna stay friend say know mate matter phone away easy walk away okay gonna hurt time bottom forget tonight fine heal past like time steal bear heal past like time steal bear know mate matter phone away easy walk away okay gonna hurt time bottom forget tonight fine alright alright alright alright alright	sadness
